triplet,index_0,index_1,index_2,ngram_0,ngram_1,ngram_2
4296,0.6,0.8,0.8,0.314,0.533,0.314
4297,0.8,0.6,0.8,0.586,0.394,0.353
4298,0.9,0.7,0.8,0.586,0.394,0.353
4299,1.0,1.0,1.0,0.704,0.643,0.484
4300,0.5,0.9,0.6,0.243,0.769,0.278
4301,0.6,0.7,0.9,0.394,0.484,0.704
4302,0.8,0.8,0.6,0.586,0.484,0.243
4303,0.7,0.8,0.9,0.278,0.533,0.533
4304,0.7,0.9,0.8,0.394,0.704,0.586
4305,0.7,0.8,0.9,0.586,0.438,0.586
4306,0.9,0.8,0.7,0.704,0.586,0.484
4307,0.8,0.8,1.0,0.586,0.533,0.643
4308,0.6,0.8,0.8,0.353,0.353,0.484
4309,0.9,0.7,0.8,0.484,0.438,0.353
4310,0.9,0.7,0.8,0.704,0.353,0.533
4311,0.8,0.9,0.7,0.533,0.533,0.586
4312,1.0,0.9,0.9,0.438,0.586,0.484
4313,0.9,0.8,0.9,0.533,0.484,0.704
4314,0.7,0.6,0.9,0.278,0.394,0.586
4315,0.9,0.9,1.0,0.394,0.484,0.438
4316,0.8,0.9,0.9,0.314,0.438,0.704
4317,0.9,0.8,0.9,0.278,0.438,0.179
4318,0.5,0.8,0.7,0.15,0.704,0.278
4319,0.6,0.7,0.3,0.243,0.394,0.122
4320,1.0,0.9,0.9,0.643,0.438,0.484
4321,0.8,0.8,1.0,0.394,0.353,0.484
4322,0.8,0.6,0.8,0.314,0.394,0.484
4323,0.9,0.4,0.5,0.533,0.045,0.179
4324,0.7,0.8,0.9,0.353,0.438,0.704
4325,0.7,0.9,0.8,0.484,0.438,0.438
4326,0.7,0.8,0.9,0.484,0.586,0.484
4327,0.9,1.0,0.9,0.438,0.704,0.643
4328,0.9,1.0,0.9,0.484,0.484,0.643
4329,0.9,1.0,0.9,0.484,0.484,0.643
4330,1.0,1.0,1.0,0.704,0.484,0.484
4331,0.9,0.9,0.8,0.704,0.533,0.353
4332,0.9,0.8,0.7,0.438,0.353,0.484
4333,1.0,0.7,0.7,0.643,0.394,0.484
4334,1.0,0.7,0.7,0.586,0.314,0.353
4335,0.7,1.0,0.7,0.394,0.643,0.394
4336,0.9,0.7,0.8,0.84,0.484,0.586
4337,0.9,0.9,1.0,0.643,0.484,0.438
4338,0.9,1.0,0.9,0.586,0.84,0.704
4339,0.8,0.6,0.8,0.586,0.394,0.643
4340,0.9,1.0,0.9,0.533,0.394,0.394
4341,0.7,0.9,0.6,0.314,0.84,0.243
4342,0.8,0.9,0.7,0.484,0.484,0.394
4343,0.9,0.6,0.7,0.394,0.211,0.314
4344,0.9,0.9,1.0,0.438,0.484,0.586
4345,0.7,0.9,0.8,0.394,0.769,0.484
4346,0.3,0.9,0.4,0.07,0.704,0.179
4347,0.6,0.7,0.9,0.314,0.394,0.84
4348,0.9,0.8,0.9,0.484,0.586,0.704
4349,0.7,1.0,0.7,0.353,0.484,0.394
4350,0.9,0.9,0.8,0.586,0.438,0.586
4351,0.9,0.9,0.8,0.586,0.533,0.278
4352,0.6,0.6,1.0,0.394,0.314,0.704
4353,0.9,0.8,0.9,0.278,0.484,0.438
4354,1.0,1.0,1.0,0.643,0.484,0.704
4355,0.9,1.0,0.9,0.586,0.643,0.704
4356,0.9,0.6,0.7,0.484,0.179,0.179
4357,1.0,0.8,0.8,0.704,0.704,0.586
4358,0.9,0.9,0.8,0.533,0.704,0.586
4359,0.6,1.0,0.6,0.353,0.394,0.394
4360,1.0,0.8,0.8,0.484,0.314,0.586
4361,0.9,0.8,0.9,0.586,0.586,0.484
4362,0.7,0.6,0.9,0.438,0.353,0.484
4363,0.8,0.9,0.9,0.314,0.704,0.484
4364,0.8,1.0,0.8,0.484,0.586,0.586
4365,0.9,0.9,1.0,0.484,0.484,1.0
4366,1.0,0.9,0.9,0.643,0.769,0.586
4367,0.9,0.9,1.0,0.586,0.586,0.586
4368,0.9,0.8,0.9,0.484,0.586,0.484
4369,0.7,1.0,0.7,0.314,0.704,0.394
4370,0.7,1.0,0.7,0.394,0.84,0.394
4371,0.9,1.0,0.9,0.484,0.84,0.484
4372,1.0,1.0,1.0,0.643,0.314,0.314
4373,1.0,0.8,0.8,0.84,0.438,0.484
4374,0.8,0.9,0.9,0.438,0.484,0.704
4375,1.0,0.8,0.8,0.484,0.533,0.643
4376,1.0,0.9,0.9,0.643,0.533,0.353
4377,0.9,0.9,1.0,0.314,0.484,0.484
4378,0.6,0.8,0.4,0.394,0.586,0.179
4379,0.8,0.9,0.9,0.484,0.704,0.704
4380,0.7,0.8,0.9,0.438,0.704,0.643
4381,0.9,1.0,0.9,0.84,0.438,0.438
4382,0.8,0.8,0.6,0.484,0.484,0.314
4383,0.8,0.8,0.6,0.438,0.533,0.394
4384,1.0,1.0,1.0,0.704,0.438,0.586
4385,0.9,0.7,0.8,0.484,0.484,0.586
4386,0.7,0.9,0.8,0.353,0.704,0.484
4387,0.7,1.0,0.7,0.484,0.586,0.484
4388,0.7,0.5,0.8,0.484,0.314,0.353
4389,1.0,0.9,0.9,0.586,0.243,0.438
4390,0.9,0.9,1.0,0.394,0.643,0.394
4391,0.9,0.9,1.0,0.484,0.84,0.484
4392,0.8,0.8,1.0,0.586,0.394,0.643
4393,0.9,0.9,1.0,0.533,0.769,0.586
4394,1.0,0.9,0.9,0.438,0.586,0.643
4395,0.8,0.7,0.9,0.586,0.484,0.84
4396,0.8,0.9,0.9,0.438,0.533,0.484
4397,0.9,1.0,0.9,0.704,0.394,0.484
4398,0.9,0.9,0.8,0.484,0.533,0.586
4399,0.7,1.0,0.7,0.314,0.314,0.484
4400,0.4,0.5,0.9,0.179,0.353,0.484
4401,0.7,1.0,0.7,0.314,0.586,0.438
4402,0.7,0.9,0.8,0.438,0.586,0.353
4403,0.5,0.9,0.6,0.179,0.484,0.353
4404,0.9,0.9,1.0,0.278,0.278,1.0
4405,1.0,0.8,0.8,0.484,0.586,0.394
4406,1.0,0.9,0.9,0.484,0.704,0.533
4407,0.8,0.9,0.7,0.484,0.643,0.484
4408,0.8,0.9,0.7,0.704,0.643,0.484
4409,0.7,1.0,0.7,0.394,0.84,0.394
4410,0.7,0.9,0.6,0.394,0.484,0.394
4411,0.9,0.9,0.8,0.643,0.438,0.586
4412,0.7,1.0,0.7,0.533,0.643,0.438
4413,0.9,0.8,0.7,0.586,0.314,0.278
4414,0.6,0.8,0.8,0.314,0.586,0.533
4415,0.8,0.9,0.7,0.643,0.394,0.243
4416,0.8,0.9,0.9,0.586,0.704,0.84
4417,0.6,0.7,0.9,0.314,0.484,0.643
4418,0.6,0.9,0.7,0.314,0.704,0.484
4419,0.8,1.0,0.8,0.533,0.84,0.586
4420,0.9,0.8,0.9,0.704,0.586,0.704
4421,0.7,0.9,0.8,0.394,0.704,0.394
4422,1.0,0.9,0.9,0.586,0.704,0.704
4423,0.9,0.7,0.8,0.533,0.533,0.586
4424,1.0,0.8,0.8,0.704,0.484,0.533
4425,0.8,0.9,0.7,0.586,0.704,0.394
4426,0.9,0.9,1.0,0.438,0.438,1.0
4427,0.7,0.9,0.8,0.484,0.704,0.586
4428,0.9,0.5,0.6,0.586,0.314,0.353
4429,0.8,0.8,1.0,0.394,0.586,0.704
4430,0.8,0.7,0.9,0.586,0.394,0.704
4431,0.5,1.0,0.5,0.179,0.643,0.179
4432,0.9,0.9,1.0,0.586,0.704,0.643
4433,0.9,0.6,0.7,0.586,0.484,0.484
4434,1.0,0.8,0.8,0.484,0.394,0.314
4435,0.8,0.6,0.8,0.394,0.353,0.586
4436,0.9,1.0,0.9,0.586,0.643,0.438
4437,0.9,0.9,1.0,0.533,0.278,0.484
4438,0.9,0.9,1.0,0.704,0.704,0.586
4439,0.9,0.8,0.9,0.438,0.704,0.484
4440,0.7,0.7,1.0,0.243,0.484,0.586
4441,0.8,1.0,0.8,0.586,0.704,0.484
4442,0.8,0.7,0.5,0.533,0.586,0.278
4443,0.6,0.6,1.0,0.394,0.278,0.586
4444,0.6,0.8,0.8,0.179,0.314,0.533
4445,0.7,0.7,1.0,0.438,0.394,0.484
4446,0.8,0.9,0.7,0.533,0.394,0.484
4447,0.7,0.7,1.0,0.394,0.394,0.586
4448,0.9,0.6,0.7,0.484,0.394,0.484
4449,0.7,0.7,1.0,0.278,0.533,0.438
4450,1.0,0.8,0.8,0.586,0.353,0.586
4451,0.8,1.0,0.8,0.278,0.179,0.484
4452,0.9,0.7,0.8,0.704,0.394,0.586
4453,0.7,0.4,0.7,0.438,0.314,0.314
4454,0.9,0.7,0.8,0.484,0.353,0.394
4455,0.9,0.8,0.9,0.586,0.533,0.586
4456,0.9,0.9,0.8,0.586,0.484,0.533
4457,0.8,0.8,1.0,0.586,0.586,0.586
4458,0.7,0.7,1.0,0.438,0.438,1.0
4459,1.0,0.8,0.8,0.586,0.586,0.353
4460,0.9,0.8,0.7,0.586,0.586,0.394
4461,0.6,0.6,1.0,0.278,0.314,0.643
4462,0.8,0.9,0.7,0.586,0.484,0.484
4463,1.0,0.9,0.9,0.704,0.769,0.704
4464,0.8,0.7,0.9,0.586,0.314,0.438
4465,0.9,0.8,0.9,0.704,0.533,0.438
4466,0.7,0.7,1.0,0.394,0.394,0.484
4467,1.0,0.9,0.9,0.84,0.704,0.643
4468,0.5,0.9,0.6,0.179,0.394,0.394
4469,0.9,0.9,1.0,0.314,0.84,0.314
4470,0.8,0.8,1.0,0.586,0.438,0.484
4471,1.0,0.8,0.8,0.704,0.586,0.586
4472,0.9,0.9,1.0,0.704,0.586,0.484
4473,0.6,1.0,0.6,0.394,0.704,0.484
4474,1.0,0.8,0.8,0.643,0.586,0.353
4475,0.8,0.9,0.7,0.704,0.394,0.353
4476,0.7,0.8,0.9,0.394,0.438,0.314
4477,0.8,0.8,1.0,0.586,0.586,0.484
4478,0.9,0.8,0.9,0.484,0.484,0.769
4479,0.8,0.8,0.6,0.704,0.484,0.314
4480,0.9,1.0,0.9,0.586,0.643,0.353
4481,0.6,1.0,0.6,0.484,0.704,0.394
4482,1.0,0.8,0.8,0.586,0.586,0.314
4483,0.7,0.7,0.4,0.484,0.438,0.179
4484,0.9,0.9,0.8,0.769,0.84,0.643
4485,0.9,0.9,0.8,0.438,0.533,0.484
4486,0.9,0.7,0.8,0.586,0.484,0.533
4487,0.8,0.6,0.8,0.586,0.243,0.484
4488,0.9,1.0,0.9,0.643,0.643,0.769
4489,0.6,0.7,0.9,0.353,0.438,0.586
4490,0.9,0.9,1.0,0.704,0.586,0.84
4491,0.8,1.0,0.8,0.586,0.643,0.353
4492,0.8,0.8,1.0,0.438,0.353,0.484
4493,0.9,0.8,0.9,0.484,0.533,0.704
4494,0.8,0.9,0.9,0.394,0.84,0.484
4495,0.9,0.9,1.0,0.704,0.704,0.704
4496,0.9,0.8,0.9,0.438,0.586,0.643
4497,0.8,0.9,0.9,0.353,0.704,0.394
4498,0.7,0.8,0.9,0.278,0.704,0.438
4499,1.0,0.9,0.9,0.586,0.586,0.704
4500,0.9,0.8,0.9,0.586,0.586,0.314
4501,0.7,0.8,0.9,0.243,0.179,0.484
4502,0.9,1.0,0.9,0.484,0.704,0.394
4503,0.7,0.8,0.9,0.314,0.314,0.704
4504,0.7,0.9,0.8,0.438,0.704,0.438
4505,0.9,0.7,0.8,0.704,0.484,0.484
4506,0.8,0.8,1.0,0.394,0.586,0.704
4507,1.0,0.9,0.9,0.394,0.438,0.438
4508,1.0,1.0,1.0,0.704,0.704,0.704
4509,0.9,1.0,0.9,0.704,0.643,0.84
4510,0.8,1.0,0.8,0.586,0.643,0.394
4511,0.9,0.8,0.9,0.643,0.394,0.438
4512,0.9,0.9,1.0,0.533,0.704,0.484
4513,1.0,1.0,1.0,0.394,0.84,0.484
4514,0.5,0.6,0.9,0.314,0.394,0.84
4515,1.0,0.8,0.8,0.643,0.586,0.643
4516,0.9,1.0,0.9,0.643,0.314,0.484
4517,0.8,0.9,0.7,0.704,0.704,0.484
4518,0.8,0.9,0.7,0.484,0.438,0.353
4519,0.6,0.6,1.0,0.314,0.314,0.484
4520,0.9,0.5,0.6,0.704,0.211,0.314
4521,0.9,0.6,0.5,0.704,0.095,0.15
4522,0.9,1.0,0.9,0.704,0.704,0.586
4523,0.5,0.2,0.7,0.179,0.122,0.394
4524,1.0,0.9,0.9,0.484,0.438,0.484
4525,0.7,0.7,1.0,0.278,0.484,0.394
4526,0.9,0.9,0.8,0.533,0.704,0.353
4527,0.8,0.7,0.9,0.484,0.484,0.438
4528,0.7,1.0,0.7,0.438,0.643,0.484
4529,0.9,0.9,0.8,0.643,0.484,0.353
4530,0.8,0.8,1.0,0.353,0.586,0.484
4531,0.8,1.0,0.8,0.438,0.484,0.586
4532,0.8,0.9,0.9,0.314,0.704,0.484
4533,0.9,0.6,0.7,0.438,0.314,0.438
4534,0.8,1.0,0.8,0.394,0.394,0.704
4535,0.9,1.0,0.9,0.533,0.643,0.643
4536,0.6,0.8,0.8,0.122,0.484,0.278
4537,0.8,0.9,0.7,0.394,0.704,0.314
4538,0.6,0.6,1.0,0.314,0.278,0.643
4539,0.5,0.3,0.8,0.243,0.179,0.533
4540,0.5,0.5,1.0,0.243,0.314,0.484
4541,0.8,0.9,0.7,0.586,0.704,0.484
4542,0.8,0.7,0.9,0.484,0.484,0.704
4543,0.9,0.8,0.7,0.704,0.394,0.484
4544,0.9,0.9,1.0,0.314,0.484,0.533
4545,0.7,0.8,0.9,0.484,0.394,0.394
4546,0.8,0.5,0.7,0.438,0.243,0.394
4547,1.0,0.9,0.9,1.0,0.704,0.704
4548,0.8,1.0,0.8,0.394,0.484,0.278
4549,0.7,0.9,0.8,0.484,0.704,0.484
4550,0.8,1.0,0.8,0.586,0.704,0.586
4551,0.9,0.9,1.0,0.484,0.484,0.704
4552,0.9,0.9,0.8,0.438,0.704,0.353
4553,0.9,0.9,1.0,0.586,0.438,0.586
4554,0.8,0.5,0.7,0.586,0.278,0.438
4555,1.0,0.7,0.7,0.643,0.394,0.353
4556,0.8,0.6,0.8,0.353,0.278,0.394
4557,1.0,0.9,0.9,0.586,0.533,0.704
4558,0.9,0.7,0.6,0.704,0.484,0.484
4559,0.6,0.6,1.0,0.394,0.353,0.704
4560,0.8,1.0,0.8,0.704,1.0,0.704
4561,0.8,0.9,0.9,0.353,0.394,0.769
4562,0.9,0.8,0.9,0.704,0.484,0.704
4563,1.0,0.9,0.9,0.704,0.704,0.643
4564,0.9,0.7,0.8,0.84,0.394,0.484
4565,1.0,0.9,0.9,0.586,0.643,0.704
4566,0.8,0.8,1.0,0.353,0.586,0.438
4567,0.9,1.0,0.9,0.704,0.438,0.643
4568,0.8,0.9,0.9,0.704,0.484,0.438
4569,0.7,0.4,0.7,0.484,0.243,0.314
4570,1.0,0.9,0.9,0.704,0.438,0.438
4571,0.7,0.9,0.6,0.243,0.643,0.394
4572,0.8,0.9,0.9,0.484,0.704,0.704
4573,0.7,0.8,0.9,0.394,0.586,0.438
4574,1.0,0.8,0.8,0.643,0.394,0.394
4575,0.8,0.8,1.0,0.438,0.484,0.438
4576,0.9,0.9,0.8,0.484,0.314,0.438
4577,1.0,1.0,1.0,0.586,0.586,1.0
4578,0.8,1.0,0.8,0.314,0.643,0.484
4579,1.0,1.0,1.0,0.84,0.586,0.643
4580,0.9,1.0,0.9,0.586,0.438,0.438
4581,0.7,0.8,0.9,0.353,0.438,0.84
4582,0.8,1.0,0.8,0.586,0.484,0.484
4583,0.6,1.0,0.6,0.394,0.704,0.394
4584,0.8,0.8,1.0,0.394,0.394,0.704
4585,1.0,0.9,0.9,0.643,0.586,0.484
4586,0.9,0.8,0.7,0.278,0.643,0.211
4587,0.7,1.0,0.7,0.314,0.643,0.394
4588,0.6,0.9,0.7,0.394,0.484,0.394
4589,0.7,0.9,0.8,0.278,0.484,0.586
4590,1.0,0.9,0.9,0.704,0.769,0.704
4591,1.0,0.9,0.9,0.704,0.704,0.84
4592,0.9,0.7,0.8,0.704,0.314,0.278
4593,0.6,1.0,0.6,0.394,0.84,0.353
4594,0.8,1.0,0.8,0.586,0.704,0.586
4595,0.7,0.8,0.9,0.484,0.586,0.394
4596,0.6,0.5,0.9,0.314,0.314,0.484
4597,0.7,0.9,0.8,0.314,0.438,0.438
4598,0.9,0.8,0.7,0.533,0.533,0.586
4599,0.6,0.7,0.9,0.211,0.314,0.704
4600,0.8,0.8,1.0,0.484,0.438,0.586
4601,0.8,0.8,1.0,0.586,0.353,0.643
4602,0.8,0.9,0.9,0.586,0.586,0.586
4603,0.8,0.7,0.9,0.586,0.533,0.394
4604,0.8,1.0,0.8,0.586,0.484,0.484
4605,1.0,0.8,0.8,0.438,0.704,0.394
4606,0.9,0.6,0.7,0.438,0.394,0.353
4607,0.8,0.5,0.7,0.438,0.243,0.278
4608,0.6,0.8,0.8,0.314,0.314,0.394
4609,0.9,0.8,0.9,0.484,0.586,0.704
4610,0.9,0.9,1.0,0.484,0.586,0.704
4611,0.7,0.7,1.0,0.484,0.484,0.586
4612,0.8,0.8,1.0,0.704,0.586,0.704
4613,0.9,0.7,0.6,0.438,0.484,0.394
4614,0.9,0.8,0.9,0.484,0.314,0.438
4615,0.9,1.0,0.9,0.704,0.484,0.533
4616,0.7,0.6,0.9,0.314,0.243,0.84
4617,0.9,0.9,0.8,0.484,0.533,0.278
4618,0.8,0.7,0.9,0.586,0.484,0.438
4619,0.9,0.9,1.0,0.394,0.586,0.643
4620,0.9,0.9,1.0,0.586,0.704,0.394
4621,1.0,0.8,0.8,0.278,0.278,0.704
4622,1.0,0.9,0.9,0.586,0.704,0.438
4623,0.8,1.0,0.8,0.586,0.586,0.533
4624,0.9,0.8,0.9,0.314,0.484,0.643
4625,1.0,0.9,0.9,1.0,0.586,0.586
4626,0.9,0.9,1.0,0.484,0.484,1.0
4627,0.7,1.0,0.7,0.394,0.314,0.353
4628,0.3,0.4,0.9,0.15,0.179,0.533
4629,0.7,1.0,0.7,0.484,0.84,0.438
4630,0.8,1.0,0.8,0.484,0.484,0.179
4631,1.0,0.8,0.8,0.438,0.484,0.586
4632,1.0,0.9,0.9,0.484,0.438,0.394
4633,1.0,0.8,0.8,0.704,0.704,0.586
4634,0.7,0.6,0.9,0.438,0.353,0.84
4635,0.7,0.8,0.9,0.314,0.586,0.314
4636,0.8,0.9,0.9,0.533,0.438,0.586
4637,1.0,0.7,0.7,0.643,0.394,0.484
4638,0.9,0.6,0.7,0.438,0.211,0.394
4639,0.8,0.8,1.0,0.314,0.586,0.484
4640,0.9,1.0,0.9,0.704,0.704,0.769
4641,0.7,1.0,0.7,0.484,0.586,0.438
4642,0.9,0.6,0.7,0.394,0.314,0.533
4643,0.9,0.9,1.0,0.704,0.643,0.484
4644,1.0,0.7,0.7,0.84,0.353,0.394
4645,0.9,0.8,0.9,0.586,0.586,0.586
4646,0.8,0.7,0.9,0.484,0.394,0.533
4647,0.8,0.7,0.5,0.394,0.484,0.314
4648,0.8,0.7,0.9,0.586,0.243,0.484
4649,0.8,0.8,1.0,0.438,0.314,0.484
4650,1.0,0.9,0.9,0.704,0.533,0.533
4651,0.5,0.7,0.8,0.314,0.394,0.314
4652,1.0,0.8,0.8,0.484,0.533,0.484
4653,0.9,0.7,0.8,0.438,0.438,0.586
4654,0.8,0.8,1.0,0.586,0.438,0.438
4655,0.9,0.8,0.9,0.533,0.394,0.704
4656,0.9,0.9,1.0,0.484,0.394,0.586
4657,0.8,1.0,0.8,0.586,0.484,0.353
4658,1.0,0.9,0.9,0.394,0.586,0.484
4659,0.8,0.7,0.9,0.533,0.484,0.438
4660,0.8,0.8,1.0,0.484,0.533,0.243
4661,0.8,0.8,0.6,0.586,0.438,0.394
4662,0.9,0.8,0.9,0.704,0.438,0.484
4663,0.6,0.9,0.7,0.243,0.704,0.394
4664,0.8,0.8,1.0,0.394,0.394,0.704
4665,0.9,0.8,0.9,0.438,0.704,0.438
4666,0.8,0.8,1.0,0.704,0.586,0.704
4667,0.9,1.0,0.9,0.704,0.438,0.278
4668,0.7,0.6,0.9,0.586,0.438,0.769
4669,0.9,0.8,0.7,0.643,0.353,0.484
4670,1.0,0.8,0.8,0.533,0.394,0.704
4671,0.7,0.5,0.8,0.353,0.278,0.484
4672,0.9,0.7,0.6,0.586,0.353,0.353
4673,0.9,0.9,0.8,0.353,0.643,0.484
4674,1.0,0.9,0.9,0.643,0.704,0.484
4675,0.7,0.9,0.6,0.394,0.533,0.394
4676,0.7,0.7,1.0,0.394,0.533,0.394
4677,0.8,1.0,0.8,0.586,0.704,0.586
4678,0.9,0.8,0.9,0.484,0.586,0.314
4679,0.8,0.7,0.9,0.586,0.586,0.704
4680,0.9,0.9,1.0,0.704,0.704,0.704
4681,0.6,0.5,0.9,0.353,0.278,0.84
4682,0.8,0.8,0.6,0.586,0.353,0.314
4683,0.9,0.8,0.9,0.484,0.438,0.438
4684,0.9,0.9,1.0,0.769,0.438,0.438
4685,1.0,0.9,0.9,0.704,0.769,0.533
4686,1.0,1.0,1.0,0.84,0.438,0.394
4687,0.7,0.9,0.8,0.586,0.704,0.484
4688,0.7,0.8,0.5,0.484,0.438,0.314
4689,0.8,1.0,0.8,0.394,0.643,0.484
4690,1.0,0.8,0.8,0.314,0.586,0.438
4691,1.0,0.8,0.8,0.704,0.484,0.314
4692,0.8,0.9,0.9,0.533,0.704,0.704
4693,0.7,0.9,0.6,0.438,0.484,0.353
4694,1.0,1.0,1.0,0.704,0.484,0.643
4695,0.9,0.7,0.8,0.438,0.394,0.533
4696,1.0,0.6,0.6,0.84,0.314,0.278
4697,1.0,0.8,0.8,0.84,0.438,0.484
4698,0.9,0.7,0.8,0.704,0.394,0.586
4699,1.0,0.5,0.5,0.643,0.243,0.211
4700,0.7,0.7,1.0,0.394,0.438,0.438
4701,0.6,0.8,0.8,0.394,0.394,0.438
4702,0.6,0.7,0.9,0.353,0.278,0.704
4703,0.6,0.6,1.0,0.394,0.394,0.643
4704,0.9,0.8,0.9,0.484,0.438,0.438
4705,0.8,0.7,0.9,0.438,0.586,0.586
4706,0.8,0.8,0.6,0.586,0.586,0.314
4707,1.0,0.8,0.8,0.704,0.586,0.586
4708,1.0,1.0,1.0,0.643,0.704,0.704
4709,0.7,0.8,0.9,0.278,0.586,0.394
4710,0.9,0.9,1.0,0.484,0.533,0.643
4711,0.9,1.0,0.9,0.586,0.586,0.314
4712,0.9,0.9,0.8,0.704,0.586,0.438
4713,0.6,0.6,1.0,0.314,0.243,0.704
4714,0.9,0.8,0.7,0.643,0.586,0.394
4715,0.8,0.9,0.9,0.484,0.704,0.704
4716,0.7,0.8,0.9,0.353,0.586,0.533
4717,0.9,0.7,0.8,0.704,0.394,0.484
4718,0.8,0.8,1.0,0.353,0.484,0.278
4719,1.0,0.7,0.7,0.314,0.394,0.353
4720,1.0,0.8,0.8,0.484,0.314,0.394
4721,1.0,0.9,0.9,0.438,0.394,0.84
4722,0.9,0.9,1.0,0.769,0.438,0.438
4723,0.8,1.0,0.8,0.484,0.438,0.533
4724,0.9,0.7,0.6,0.704,0.484,0.353
4725,0.9,0.9,1.0,0.484,0.438,0.533
4726,1.0,0.8,0.8,0.704,0.394,0.484
4727,0.9,0.9,0.8,0.484,0.533,0.533
4728,1.0,0.7,0.7,0.484,0.278,0.314
4729,0.9,1.0,0.9,0.704,0.704,0.84
4730,0.9,0.9,1.0,0.484,0.643,0.704
4731,0.7,0.8,0.9,0.586,0.533,0.533
4732,0.9,1.0,0.9,0.438,0.586,0.586
4733,0.9,0.9,0.8,0.769,0.84,0.643
4734,0.8,0.7,0.9,0.586,0.586,0.533
4735,0.8,0.6,0.8,0.394,0.353,0.586
4736,0.6,0.9,0.7,0.314,0.438,0.484
4737,0.8,0.7,0.9,0.438,0.484,0.484
4738,0.8,0.7,0.9,0.643,0.484,0.643
4739,0.7,0.8,0.9,0.484,0.394,0.438
4740,0.9,0.8,0.9,0.704,0.533,0.643
4741,1.0,0.9,0.9,0.643,0.314,0.278
4742,0.8,0.7,0.9,0.438,0.533,0.704
4743,0.8,0.8,1.0,0.586,0.394,0.643
4744,0.9,1.0,0.9,0.704,0.586,0.704
4745,0.6,0.9,0.7,0.314,0.704,0.484
4746,0.8,0.9,0.7,0.586,0.586,0.394
4747,0.8,0.9,0.9,0.533,0.704,0.704
4748,0.5,0.6,0.9,0.314,0.314,0.704
4749,0.7,0.7,1.0,0.484,0.484,0.586
4750,0.8,0.8,1.0,0.586,0.484,0.484
4751,1.0,0.8,0.8,0.84,0.586,0.586
4752,0.8,1.0,0.8,0.586,0.704,0.704
4753,0.8,0.9,0.9,0.484,0.484,0.484
4754,1.0,1.0,1.0,0.586,0.704,0.586
4755,0.8,0.8,1.0,0.586,0.438,0.484
4756,0.8,0.9,0.9,0.394,0.278,0.704
4757,0.6,0.9,0.7,0.314,0.704,0.484
4758,0.8,1.0,0.8,0.484,0.438,0.438
4759,0.8,0.6,0.8,0.586,0.314,0.586
4760,0.9,0.8,0.9,0.484,0.394,0.438
4761,0.7,0.7,1.0,0.394,0.394,0.704
4762,1.0,1.0,1.0,0.586,0.586,0.84
4763,0.9,1.0,0.9,0.586,0.484,0.704
4764,0.9,1.0,0.9,0.533,0.643,0.84
4765,0.7,0.9,0.8,0.484,0.704,0.586
4766,0.8,0.7,0.9,0.586,0.243,0.438
4767,0.8,0.8,1.0,0.438,0.314,0.704
4768,0.9,0.9,1.0,0.769,0.533,0.586
4769,0.8,0.9,0.9,0.586,0.704,0.484
4770,0.7,0.6,0.9,0.394,0.243,0.704
4771,0.9,0.7,0.8,0.643,0.394,0.278
4772,0.8,1.0,0.8,0.484,0.704,0.314
4773,0.8,0.9,0.7,0.353,0.769,0.314
4774,1.0,0.9,0.9,0.643,0.394,0.533
4775,0.8,1.0,0.8,0.586,0.704,0.586
4776,0.6,0.9,0.7,0.394,0.769,0.438
4777,0.9,1.0,0.9,0.484,0.704,0.484
4778,0.9,0.9,0.8,0.704,0.484,0.484
4779,0.7,1.0,0.7,0.353,0.484,0.484
4780,0.9,1.0,0.9,0.438,0.394,0.769
4781,0.5,0.8,0.7,0.278,0.484,0.394
4782,0.6,0.9,0.5,0.394,0.704,0.243
4783,1.0,0.7,0.7,0.438,0.438,0.484
4784,0.9,0.9,1.0,0.243,0.586,0.484
4785,0.7,0.7,1.0,0.394,0.394,0.704
4786,0.9,0.9,1.0,0.704,0.438,0.438
4787,0.9,0.9,1.0,0.704,0.484,0.643
4788,0.9,1.0,0.9,0.769,0.586,0.533
4789,0.9,1.0,0.9,0.278,0.314,0.769
4790,0.8,0.8,1.0,0.438,0.438,1.0
4791,0.9,0.9,0.8,0.643,0.704,0.586
4792,0.9,0.8,0.7,0.484,0.314,0.278
4793,0.8,0.7,0.9,0.484,0.278,0.484
4794,0.6,0.8,0.8,0.314,0.586,0.586
4795,0.9,0.4,0.5,0.438,0.179,0.179
4796,1.0,0.9,0.9,0.643,0.84,0.533
4797,0.7,1.0,0.7,0.314,0.586,0.438
4798,0.9,0.8,0.9,0.484,0.533,0.278
4799,0.9,0.9,1.0,0.484,0.586,0.704
4800,0.5,0.5,1.0,0.243,0.314,0.704
4801,0.9,0.7,0.6,0.484,0.533,0.243
4802,1.0,0.7,0.7,0.84,0.394,0.394
4803,0.9,0.9,0.8,0.533,0.704,0.643
4804,0.7,0.8,0.9,0.438,0.484,0.643
4805,1.0,0.9,0.9,0.643,0.643,0.769
4806,0.9,1.0,0.9,0.704,0.586,0.704
4807,0.7,0.5,0.8,0.484,0.314,0.586
4808,0.6,0.9,0.7,0.394,0.533,0.484
4809,1.0,0.9,0.9,0.586,0.704,0.438
4810,0.9,0.7,0.8,0.394,0.278,0.314
4811,0.6,0.9,0.5,0.314,0.484,0.243
4812,0.8,0.9,0.9,0.586,0.704,0.704
